0.038633,0.00228,2.9648e-06,0.0015079,8.899e-05,1.1572e-07,8.5301e-09,5.0342e-10,6.5464e-13,0.36504,0.021543,2.8014e-05,0.014248,0.00084085,1.0934e-06,8.06e-08,4.7567e-09,6.1856e-12,0.50507,0.029807,3.8761e-05,0.019713,0.0011634,1.5129e-06,1.1152e-07,6.5815e-09,8.5584e-12
0.033284,0.019496,0.0003005,0.011949,0.0069991,0.00010788,2.1034e-06,1.232e-06,1.899e-08,0.21979,0.12874,0.0019843,0.078906,0.046218,0.0007124,1.389e-05,8.1358e-06,1.254e-07,0.20831,0.12202,0.0018807,0.074785,0.043805,0.00067519,1.3164e-05,7.7109e-06,1.1885e-07
0.0060276,0.025259,0.0035861,0.013877,0.05815,0.0082559,5.788e-05,0.00024255,3.4436e-05,0.027873,0.1168,0.016583,0.064169,0.2689,0.038178,0.00026765,0.0011216,0.00015924,0.018291,0.076647,0.010882,0.042108,0.17646,0.025053,0.00017564,0.00073601,0.0001045
0.017628,0.0013808,2.3595e-06,0.049167,0.0038514,6.581e-06,0.00027553,2.1583e-05,3.6879e-08,0.11618,0.0091008,1.5551e-05,0.32405,0.025384,4.3374e-05,0.0018159,0.00014225,2.4306e-07,0.10989,0.0086082,1.4709e-05,0.30651,0.02401,4.1027e-05,0.0017177,0.00013455,2.2991e-07
0.0024765,0.0017966,3.5606e-05,0.059563,0.04321,0.00085635,0.0044986,0.0032636,6.4678e-05,0.01143,0.0082922,0.00016434,0.27491,0.19943,0.0039524,0.020763,0.015063,0.00029852,0.007486,0.0054307,0.00010763,0.18004,0.13061,0.0025885,0.013598,0.009865,0.00019551
4.1247e-05,0.00021456,3.7964e-05,0.015565,0.080965,0.014326,0.0089781,0.046702,0.0082635,0.00013341,0.00069397,0.00012279,0.050343,0.26187,0.046336,0.029039,0.15105,0.026727,6.0916e-05,0.00031687,5.6068e-05,0.022987,0.11957,0.021157,0.013259,0.068972,0.012204
0.00012077,1.2416e-05,2.783e-08,0.061996,0.0063736,1.4286e-05,0.043084,0.0044293,9.928e-06,0.00055634,5.7196e-05,1.282e-07,0.28559,0.029361,6.581e-05,0.19847,0.020404,4.5735e-05,0.00036365,3.7386e-05,8.3798e-08,0.18668,0.019191,4.3016e-05,0.12973,0.013337,2.9894e-05
1.2298e-06,1.1021e-06,2.7995e-08,0.016334,0.014638,0.00037183,0.075102,0.0673,0.0017096,3.9702e-06,3.5577e-06,9.0375e-08,0.052731,0.047253,0.0012003,0.24244,0.21726,0.0055189,1.8093e-06,1.6214e-06,4.1186e-08,0.024031,0.021534,0.00054703,0.11049,0.09901,0.0025151
1.259e-09,8.1525e-09,1.7925e-09,0.00054312,0.0035169,0.00077326,0.027688,0.17929,0.039421,2.8449e-09,1.8422e-08,4.0504e-09,0.0012273,0.0079471,0.0017473,0.062566,0.40514,0.089078,9.0735e-10,5.8755e-09,1.2918e-09,0.00039142,0.0025346,0.00055728,0.019955,0.12921,0.02841
0.056421,0.034428,0.00055678,0.0015736,0.0009602,1.5528e-05,5.7036e-09,3.4804e-09,5.6285e-11,0.30662,0.1871,0.0030258,0.0085515,0.0052182,8.4388e-05,3.0996e-08,1.8914e-08,3.0588e-10,0.23747,0.1449,0.0023434,0.0066229,0.0040413,6.5357e-05,2.4006e-08,1.4648e-08,2.3689e-10
0.018941,0.082687,0.012244,0.0053116,0.023188,0.0034336,6.1265e-07,2.6745e-06,3.9604e-07,0.072125,0.31486,0.046625,0.020226,0.088295,0.013075,2.3329e-06,1.0184e-05,1.5081e-06,0.038838,0.16955,0.025106,0.010891,0.047545,0.0070405,1.2562e-06,5.484e-06,8.1207e-07
0.00096195,0.036136,0.038746,0.0017482,0.06567,0.070414,5.0021e-06,0.00018791,0.00020148,0.002566,0.096393,0.10336,0.0046633,0.17518,0.18783,1.3343e-05,0.00050124,0.00053745,0.00096565,0.036275,0.038895,0.0017549,0.065923,0.070684,5.0214e-06,0.00018863,0.00020225
0.02576,0.019457,0.00040435,0.056534,0.042701,0.00088738,0.00021874,0.00016522,3.4334e-06,0.097904,0.073949,0.0015368,0.21486,0.16229,0.0033726,0.00083132,0.00062792,1.3049e-05,0.052617,0.039743,0.0008259,0.11547,0.08722,0.0018125,0.00044678,0.00033747,7.0129e-06
0.0014629,0.0079314,0.0014629,0.025973,0.14082,0.025973,0.0014629,0.0079314,0.0014629,0.0038948,0.021117,0.0038948,0.069151,0.37492,0.069151,0.0038948,0.021117,0.0038948,0.0014629,0.0079314,0.0014629,0.025973,0.14082,0.025973,0.0014629,0.0079314,0.0014629
7.0129e-06,0.00033747,0.00044678,0.0018125,0.08722,0.11547,0.0008259,0.039743,0.052617,1.3049e-05,0.00062792,0.00083132,0.0033726,0.16229,0.21486,0.0015368,0.073949,0.097904,3.4334e-06,0.00016522,0.00021874,0.00088738,0.042701,0.056534,0.00040435,0.019457,0.02576
0.00020225,0.00018863,5.0214e-06,0.070684,0.065923,0.0017549,0.038895,0.036275,0.00096565,0.00053745,0.00050124,1.3343e-05,0.18783,0.17518,0.0046633,0.10336,0.096393,0.002566,0.00020148,0.00018791,5.0021e-06,0.070414,0.06567,0.0017482,0.038746,0.036136,0.00096195
8.1207e-07,5.484e-06,1.2562e-06,0.0070405,0.047545,0.010891,0.025106,0.16955,0.038838,1.5081e-06,1.0184e-05,2.3329e-06,0.013075,0.088295,0.020226,0.046625,0.31486,0.072125,3.9604e-07,2.6745e-06,6.1265e-07,0.0034336,0.023188,0.0053116,0.012244,0.082687,0.018941
2.3689e-10,1.4648e-08,2.4006e-08,6.5357e-05,0.0040413,0.0066229,0.0023434,0.1449,0.23747,3.0588e-10,1.8914e-08,3.0996e-08,8.4388e-05,0.0052182,0.0085515,0.0030258,0.1871,0.30662,5.6285e-11,3.4804e-09,5.7036e-09,1.5528e-05,0.0009602,0.0015736,0.00055678,0.034428,0.056421
0.02841,0.12921,0.019955,0.00055728,0.0025346,0.00039142,1.2918e-09,5.8755e-09,9.0735e-10,0.089078,0.40514,0.062566,0.0017473,0.0079471,0.0012273,4.0504e-09,1.8422e-08,2.8449e-09,0.039421,0.17929,0.027688,0.00077326,0.0035169,0.00054312,1.7925e-09,8.1525e-09,1.259e-09
